id,질문제목,질문본문,작성일자,조회수,답변본문1,답변자계급1,답변자채택답변수1,활동분야1_1,순위1_1,활동분야1_2,순위1_2,활동분야1_3,순위1_3,채택여부1,채택여부2,채택여부3,링크,카테고리,tags,답변본문2,답변자계급2,답변자채택답변수2,답변본문3,답변자계급3,답변자채택답변수3,활동분야3_1,순위3_1,활동분야3_2,활동분야3_3,활동분야2_1,순위2_1,활동분야2_2,순위2_2,활동분야2_3,순위2_3,순위3_2,순위3_3,labels
2657.0,주택매매,아들이 아버지명의로된 아파트에서 살고 있습니다. 앞으로 결혼후에 매매로서 명의변경을 할려고 하는데 친부친부 관계에도 매매가 가능한가요? 시세보단 조금 낮게 매매를 해도되는지요? 그래도 증여세를 내어야 하는건지요?,2021.02.07,23.0, 매매 가능하지만 투명하게 해야합니다.?시세 70% 이상이면 문제 없습니다.?증여세는 없습니다.?하지만 어설프게 처리하면 편법 증여로 봅니다. ,수호신,32670.0,"분양, 청약",5.0,매매,3.0,월세,7.0,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=381232998,매매,[],,,,,,,,,,,,,,,,,,,"['법률', '매매', '세무']"
2623.0,1주택 2분양권의 상황에서 양도세 문의드립니다.,"현재 대구에서 거주중이며 모든 부동산은 대구에 있습니다. 기존 주택은 2016년 분양받아 2018년 5월 입주해서 살고 있구요.분양권 1의 경우 2019년 2월에 계약했고 2021년 10월 입주예정입니다.분양권 2의 경우 2020년 12월 매수했고 2024년 2월 예정입니다.현재 계획은 분양권 1 입주하면서 기존주택 매도하고, 분양권 2 입주할때 분양권 1은 전세놓고 1가구 2주택으로 할 생각인데요.사람 사는게 계획대로 되는 부분은 아니여서 2가지 문의 드립니다. 1. 분양권 1 등기치고 기존주택을 3년 안에 매도하면 비과세인가요? (대구는 2020년 12월에 조정지역으로 지정)2. 만약에 3년 안에 매도하는 경우 비과세라면...분양권 2 입주하기 1~2달 전에 기존주택을 매도하고 잠시 부모님집에서 거주하는 경우에도 비과세 적용받을 수 있나요???",2021.02.07,18.0," (미리계산_모의계산) 사용하고쉽고 빠르게 부동산 양도소득세 확인하고신고 하시기 바랍니다.?☆☆☆☆☆☆☆☆☆""양도소득세 간편 계산기""알아보았습니다.양도세 이 정도 나온다.?출처 국세청https://453010star.tistory.com/910 ",영웅,176.0,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=381270277,매매,[],,,,,,,,,,,,,,,,,,,"['매매', '세무']"
3644.0,기존주택 처분 서약 및 양도세 비과세 관련 문의,"기존주택 처분 서약 관련 문의 드립니다. 상황1. 2019년 1월 말 아파트 매입 (1주택) - 비규제지역 이었음.2. 2020년 6월 - 현재 아파트 지역 투기과열지구로 지정됨3. 2021년 1월 - 투기과열지구내 기존주택 처분 서약을 제출하고 당첨될 시..(2024년 6월이 완공예정)현재까지 이렇습니다.이럴 경우 기존주택을 2024년 6월까지 끌고 가서 팔 경우, 양도세 비과세인지 아닌지 문의드립니다.분양권이 올해부터 주택취급이라 혼란스럽기도 하고, 일시적 1가구 2주택도 3년내 매매라는 것이 있어서 헷갈리는 부분이 있습니다.. 답변 미리 감사합니다.",2021.01.28,60.0," 간편한 부동산 양도세 계산기(미리계산_모의계산) 사용하고쉽고 빠르게 부동산 양도소득세 확인하고신고 하시기 바랍니다.""양도소득세 간편 계산기""알아보았습니다.양도세 이 정도 나온다.https://453010star.tistory.com/910 ",지존,343.0,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=380228985,매매,"['양도세비과세', '기존주택처분서약']",,,,,,,,,,,,,,,,,,,['세무']
2546.0,투기과열지구 비과세 거주조건문의,문의 드립니다.2010년 비규제지역인 진해에 아파트를 구입하여 현재 거주중입니다. 투기과열지구인 창원시 의창구 에 2019년 4월 아파트 1채를 구입하였습니다.진해아파트를 금년 2월에 매각하기로 계약을 하였습니다.진해집을 매매한후 투기과열지구인 창원집의 비과세요건이 어떻게 되는지요?2년거주해야되는지 진해집 매각후 2년보유만하면 되는건지요?,2021.02.08,40.0," 소유권 이전, 잔금을 받은 날중에 빠른 날로 부터 2년 거주 하셔야 합니다. 그러면 비과세 가능합니다!9억이하요~?https://blog.naver.com/11jhlee1199 ",지존,344.0,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=381335027,매매,[], 진해집은 비과세 해당됩니다.?창원집은 진해집 매도후 2년거주해야 비과세입니다 ,지존,215.0,"  투기지역, 투기과열지구, 조정대상지역은   1가구 1주택자는  2년이상 보유 및 거주를 해야하고 주택가격이 9억원을 초과하지 않아야 양도소득세가 비과세됩니다.  ",우주신,12243.0,"민원, 행정",7.0,사람과 그룹,부동산,,,,,,,,,['세무']
3412.0,조정지역 1가구2주택 세금문의,조정지역에 9억초과 1주택이있는데 추가로 조정지역 공시가격 1억이하 (5천정도)소형아파트구매 후 전세를주려합니다ㆍ1. 1억미만 아파트를 선매도후 기존아파트 양도시 세금중과 되는게없는지 ??2. 보유세가 조정지역2주택자로 중과세되는지?궁금합니다!!,2021.01.30,26.0, 1. 1억미만 아파트를 선매도후 기존아파트 양도시 세금중과 되는게없는지 ??-> 2년 추가로 보유 맟 거주 해야 비과세 됨?2. 보유세가 조정지역2주택자로 중과세되는지?궁금합니다!!-> 당연히 2주택으로 공시가 6억기준이 됩니다.6.1에 2주택 소유 상황인경우 ,별신,,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=380439007,매매,"['검색질문', '통합검색궁금증', '통합검색질문하기']", 안녕하세요~! 질문자님에게 아래와 같은 글이 도움이 될까 하여 1가구 2주택 총정리글 첨부해 두고 가겠습니다!참고하셔서 질문자님에게 조금이라도 도움이 되셨으면 합니다!^^앞으로도 항상 행복하고 좋은 일들만 가득하시길 바랍니다!!▼1가구 2주택 관련글 바로가기 ,초인,,,,,,,,,,,,,,,,,['세무']
3945.0,조정지역으로 변한 현재 1가구2주택자 비과세문의드립니다,"안녕하세요...*.주택현황A-2016.11월28일 - 다가구주택 매입(실거주중, 미추홀구)B-2020.3월24일 - 근린생활시설 및 주택 매입(공동명의, 미추홀구)C-2021.6월초 분양받은 아파트 입주예정, (18년 7월 청약됨,미추홀구)******2020.6월17일 인천 미추홀구 조정지역됨******질문1. A,B 가지고 C 등기치면 취득세율은 3주택이므로 12% 인가요? (아님 A.B.C 셋다 비조정지역일때 구입한 매물이며, 아파트 분양 당시엔 1주택이었어요)2. C 등기전 A 매도시 양도소득세는 몇%인가요? (일시적 1가구2주택 적용받을수 있나요? 일시적2주택의 비과세 요건에 맞추려면 A의 매도기간은 언제까지 일까요? 혹시, B주택으로 전입신고되어있어야만 1가구2주택 적용이되는건가요?)3. 절세하려면 매매 우선순위가 어떻게 될까요??지푸라기라도 잡는 심정으로 글올립니다.ㅠㅠ",2021.01.25,23.0,,,,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=379891499,매매,[],,,,,,,,,,,,,,,,,,,['세무']
3515.0,아파트 매매,2012녀에 3억 9천 아파트A 매매2017년에 2억 8천 아파트 B 매매현재 아파트 A 5억 4천아파트 B 7억정도에 거래가 되고있습니다아파트 A를 부모님께 4억 3천에 매매하려고 합니다증여 아니고 매매하려고해요저희가 매매했던 가격 혹은 실거래가격 보다 낮게 매매해도 되는지 궁굼합니다그리고 아파트 A 매매 후얼마가 지나야 아파트 B 양도세가 없거나 작아질지문의 드립니다,2021.01.29,15.0, a주택 부모매도는 30% + - 가능합니다.a주택매도후 b주택은 다시 2년 거주해야 비과세됩니다. a주택과 겹치는 전에의 거주및 소유는 카운팅안되고 새로 2년 주거 로 날자계산하세요 ,지존,215.0,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=380337385,매매,[],,,,,,,,,,,,,,,,,,,"['매매', '세무']"
2952.0,주택 공동명의에서 단독명의 변경 문의드립니다,어머니와 제이름으로 공동명의인 주택이 있습니다 구입시기는 제가 태어날때부터 같이 공동명의였는데 이번에 제가 명의에서 빠지고 어머니 단독명의로 변경하려고 하는데 순서를 어떻게 머부터 해야 하는지 좀 알려주세요 어제 부동산에 물어보니 팔려고 내놓으면 5억이라고 했어요,2021.02.04,18.0," 매매나 증여를 해야합니다.?증여시 증여세는 8천, 취등록세는 2000만원입니다. ",수호신,32672.0,"분양, 청약",5.0,매매,3.0,월세,7.0,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=380937811,매매,['부동산명의변경'], 단순하게 말씀드리면 50:50의 지분을 가지고 있으리라 본다면?질문자의 지분 50%를 모친께 소유권이전을 하시는 것이고요?증여 내지는 양도의 방법을 취하시면 됩니다?문제없이 정리를 하신다면?증여세를 적당히 납부하시는 방법을 추천합니다?요즘은 가족 간의 거래에서 모니터를 자세히 한다고 합니다?당장은 아니지만 시간문제일수 있으니?증여세를 피하시기 위해 매매를 선택하셨을 때 한동안 가슴 졸이셔야 할 수도 있습니다?취득세 등 세금은 대략 1.1% 정도 계산하시고요?법무비용이 40여만 원에서 왔다 갔다 할 것 같습니다 ,식물신,1214.0,,,,,,,,경매,41.0,전세,,월세,,,,"['법률', '세무', '계약']"
2938.0,조정지역 일시적 1가구 2주택 비과세 문의,"조정지역 일시적1가구 2주택 비과세 여부 문의2007년 11월 서울 A 재개발 지분 구입: 남편 명의2012년 12월 A재개발 아파트 완공: 전세 놓음2016년 11월 서울 B아파트 구입 : 부인 명의. 지금까지 거주중2018년 11월 A 아파트 매도(1가구 1주택 비과세 적용 받음)2019년 6월 서울 C재개발 지분 구입: 부부 공동 명의2021년 중 조합원 분양 , 관리처분인가 예정2025년말 C재개발 아파트 완공예정 : 입주 예정질문 1) C 아파트 입주시 일시적 2주택 비과세 혜택을 받기 위해 전 세대원이 이사하여 1년 이상 거주하고 종전주택인 B 주택을 2년내 매도하는 경우 : 전세대원은 주민등록상 언제 기준인가요? 예를 들어 완공예정인 2025년 이전에 세대원이 직장, 주택취득 등의 이유로 주민등록에서 빠지는 경우는 어떻게 되나요? 지분 구입날짜 기준인지 아파트 완공시점 기준인지 아니면 다른 기준일이 있는지 궁금합니다.질문2) C 아파트 입주시 종전 주택인 B 아파트매도시 9억 이상에 대한 양도소득세 중 80%장기보유공제 적용 기준일은 언제 인가요? 2016년 11월인지, 2018년 11월인지 아니면 2019년 6월인지 궁금합니다.",2021.02.04,29.0, 안녕하세요~! 질문자님에게 아래와 같은 글이 도움이 될까 하여 1가구 2주택 총정리글 첨부해 두고 가겠습니다!참고하셔서 질문자님에게 조금이라도 도움이 되셨으면 합니다!^^앞으로도 항상 행복하고 좋은 일들만 가득하시길 바랍니다!!▼1가구 2주택 관련글 바로가기 ,초인,,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=380955476,매매,[],,,,,,,,,,,,,,,,,,,"['매매', '세무']"
3908.0,일시적 1가구 2주택 양도세 질문있습니다,"제가 비조정지역에18년 9월 A아파트를 매수했고(비거주, 세놓음)20년 7월에 B아파트를 매수했습니다20년 11월 A 아파트 매도계약하고 12월에 조정지역이 됐습니다잔금은 1월에 받았는데이때 양도소득세가 있을까요?일시적 1가구2주택으로 비과세일까요?",2021.01.26,18.0," 간편한 부동산 양도세 계산기(미리계산_모의계산) 사용하고쉽고 빠르게 부동산 양도소득세 확인하고신고 하시기 바랍니다.""양도소득세 간편 계산기""알아보았습니다.양도세 이 정도 나온다.https://453010star.tistory.com/910 ",지존,344.0,,,,,,,0.0,0.0,0.0,https://kin.naver.com/qna/detail.nhn?d1id=4&dirId=40201&docId=380001958,매매,['양도세비과세'], 안녕하세요~! 질문자님에게 아래와 같은 글이 도움이 될까 하여 1가구 2주택 총정리글 첨부해 두고 가겠습니다!참고하셔서 질문자님에게 조금이라도 도움이 되셨으면 합니다!^^앞으로도 항상 행복하고 좋은 일들만 가득하시길 바랍니다!!▼1가구 2주택 관련글 바로가기 ,초인,,,,,,,,,,,,,,,,,['세무']
